ASV_original,ASV_updated,ASV_genus,ASV_species,ASV_culture,ASV_seqrun,Culture_collection,ASV_ID,SSU_kingdom,SSU_phylum,SSU_class,SSU_order,SSU_family,SSU_genus,SSU_species,SSU_Consensus,ITS_kingdom,ITS_phylum,ITS_class,ITS_order,ITS_family,ITS_genus,ITS_species,ITS_Consensus,fg_confidence,ft_primary_lifestyle,ft_secondary_lifestyle,LSU_phylum,LSU_family,LSU_genus,SSU_primer_success,ITS_primer_success,LSU_primer_align_success,method_LSU
Rhizophagus_silesianus_P4-bc1021-340-s1131_STFP_ASV2481,Rhizophagus_silesianus_P4-bc1021-340-s1131_STFP_ASV2481_CCAMF,Rhizophagus,silesianus,P4-bc1021-340-s1131,STFP,CCAMF,ASV2481,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,VTX00105,1,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,NA,NA,1,Highly|_Probable,NA,NA,Glomeromycota,Sclerocystaceae_Kamienskiaceae,Rhizophagus,yes,yes,yes,primer
Rhizophagus_silesianus_P4-bc1021-340-s12336_STFP_ASV2480,Rhizophagus_silesianus_P4-bc1021-340-s12336_STFP_ASV2480_CCAMF,Rhizophagus,silesianus,P4-bc1021-340-s12336,STFP,CCAMF,ASV2480,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,VTX00105,1,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,NA,NA,1,Highly|_Probable,NA,NA,Glomeromycota,Sclerocystaceae_Kamienskiaceae,Rhizophagus,yes,yes,yes,primer
Rhizophagus_silesianus_P4-bc1021-340-s5410_STFP_ASV2487,Rhizophagus_silesianus_P4-bc1021-340-s5410_STFP_ASV2487_CCAMF,Rhizophagus,silesianus,P4-bc1021-340-s5410,STFP,CCAMF,ASV2487,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,VTX00105,1,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,NA,NA,0.9,Highly|_Probable,NA,NA,Glomeromycota,Sclerocystaceae_Kamienskiaceae,Rhizophagus,yes,yes,yes,primer
Oehlia_diaphana_P4-bc1023-594-s148_STFP_ASV2515,Oehlia_diaphana_P4-bc1023-594-s148_STFP_ASV2515_CCAMF,Oehlia,diaphana,P4-bc1023-594-s148,STFP,CCAMF,ASV2515,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,VTX00309,1,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,NA,NA,0.889,Highly|_Probable,NA,NA,Glomeromycota,Sclerocystaceae_Kamienskiaceae,Oehlia,yes,yes,yes,primer
Oehlia_diaphana_P4-bc1023-594-s155_STFP_ASV2497,Oehlia_diaphana_P4-bc1023-594-s155_STFP_ASV2497_CCAMF,Oehlia,diaphana,P4-bc1023-594-s155,STFP,CCAMF,ASV2497,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,VTX00309,1,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,NA,NA,0.75,Highly|_Probable,NA,NA,Glomeromycota,Sclerocystaceae_Kamienskiaceae,Oehlia,yes,yes,yes,primer
Oehlia_diaphana_P4-bc1023-594-s194_STFP_ASV2498,Oehlia_diaphana_P4-bc1023-594-s194_STFP_ASV2498_CCAMF,Oehlia,diaphana,P4-bc1023-594-s194,STFP,CCAMF,ASV2498,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,VTX00309,1,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,NA,NA,0.75,Highly|_Probable,NA,NA,Glomeromycota,Sclerocystaceae_Kamienskiaceae,Oehlia,yes,yes,yes,primer
Oehlia_diaphana_P4-bc1023-594-s204_STFP_ASV2013,Oehlia_diaphana_P4-bc1023-594-s204_STFP_ASV2013_CCAMF,Oehlia,diaphana,P4-bc1023-594-s204,STFP,CCAMF,ASV2013,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,VTX00309,1,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,NA,NA,0.857,Highly|_Probable,NA,NA,Glomeromycota,Sclerocystaceae_Kamienskiaceae,NA,yes,yes,yes,primer
Oehlia_diaphana_P4-bc1023-594-s250_STFP_ASV2496,Oehlia_diaphana_P4-bc1023-594-s250_STFP_ASV2496_CCAMF,Oehlia,diaphana,P4-bc1023-594-s250,STFP,CCAMF,ASV2496,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,VTX00309,1,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,NA,NA,0.857,Highly|_Probable,NA,NA,Glomeromycota,Sclerocystaceae_Kamienskiaceae,NA,yes,yes,yes,primer
Oehlia_diaphana_P4-bc1023-594-s263_STFP_ASV2503,Oehlia_diaphana_P4-bc1023-594-s263_STFP_ASV2503_CCAMF,Oehlia,diaphana,P4-bc1023-594-s263,STFP,CCAMF,ASV2503,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,VTX00309,1,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,NA,NA,0.75,Highly|_Probable,NA,NA,Glomeromycota,Sclerocystaceae_Kamienskiaceae,Oehlia,yes,yes,yes,primer
Oehlia_diaphana_P4-bc1023-594-s278_STFP_ASV2511,Oehlia_diaphana_P4-bc1023-594-s278_STFP_ASV2511_CCAMF,Oehlia,diaphana,P4-bc1023-594-s278,STFP,CCAMF,ASV2511,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,VTX00309,1,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,NA,NA,0.75,Highly|_Probable,NA,NA,Glomeromycota,Sclerocystaceae_Kamienskiaceae,Oehlia,yes,yes,yes,primer
Oehlia_diaphana_P4-bc1024-977-s128_STFP_ASV2512,Oehlia_diaphana_P4-bc1024-977-s128_STFP_ASV2512_CCAMF,Oehlia,diaphana,P4-bc1024-977-s128,STFP,CCAMF,ASV2512,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,VTX00309,1,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,NA,NA,0.857,Highly|_Probable,NA,NA,Glomeromycota,Sclerocystaceae_Kamienskiaceae,Oehlia,yes,yes,yes,primer
Oehlia_diaphana_P4-bc1024-977-s144_STFP_ASV2501,Oehlia_diaphana_P4-bc1024-977-s144_STFP_ASV2501_CCAMF,Oehlia,diaphana,P4-bc1024-977-s144,STFP,CCAMF,ASV2501,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,VTX00309,1,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,NA,NA,0.8,Highly|_Probable,NA,NA,Glomeromycota,Sclerocystaceae_Kamienskiaceae,Oehlia,yes,yes,yes,primer
Oehlia_diaphana_P4-bc1024-977-s148_STFP_ASV2045,Oehlia_diaphana_P4-bc1024-977-s148_STFP_ASV2045_CCAMF,Oehlia,diaphana,P4-bc1024-977-s148,STFP,CCAMF,ASV2045,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,VTX00309,1,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,NA,NA,0.857,Highly|_Probable,NA,NA,Glomeromycota,Sclerocystaceae_Kamienskiaceae,Oehlia,yes,yes,yes,primer
Oehlia_diaphana_P4-bc1024-977-s170_STFP_ASV2499,Oehlia_diaphana_P4-bc1024-977-s170_STFP_ASV2499_CCAMF,Oehlia,diaphana,P4-bc1024-977-s170,STFP,CCAMF,ASV2499,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,VTX00309,1,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,NA,NA,0.857,Highly|_Probable,NA,NA,Glomeromycota,Sclerocystaceae_Kamienskiaceae,Oehlia,yes,yes,yes,primer
Oehlia_diaphana_P4-bc1024-977-s185_STFP_ASV2517,Oehlia_diaphana_P4-bc1024-977-s185_STFP_ASV2517_CCAMF,Oehlia,diaphana,P4-bc1024-977-s185,STFP,CCAMF,ASV2517,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,VTX00309,1,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,NA,NA,0.889,Highly|_Probable,NA,NA,Glomeromycota,Sclerocystaceae_Kamienskiaceae,Oehlia,yes,yes,yes,primer
Oehlia_diaphana_P4-bc1024-977-s203_STFP_ASV2513,Oehlia_diaphana_P4-bc1024-977-s203_STFP_ASV2513_CCAMF,Oehlia,diaphana,P4-bc1024-977-s203,STFP,CCAMF,ASV2513,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,VTX00309,1,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,NA,NA,0.75,Highly|_Probable,NA,NA,Glomeromycota,Sclerocystaceae_Kamienskiaceae,Oehlia,yes,yes,yes,primer
Oehlia_diaphana_P4-bc1024-977-s210_STFP_ASV2500,Oehlia_diaphana_P4-bc1024-977-s210_STFP_ASV2500_CCAMF,Oehlia,diaphana,P4-bc1024-977-s210,STFP,CCAMF,ASV2500,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,VTX00309,1,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,NA,NA,0.8,Highly|_Probable,NA,NA,Glomeromycota,Sclerocystaceae_Kamienskiaceae,Oehlia,yes,yes,yes,primer
Oehlia_diaphana_P4-bc1024-977-s233_STFP_ASV2516,Oehlia_diaphana_P4-bc1024-977-s233_STFP_ASV2516_CCAMF,Oehlia,diaphana,P4-bc1024-977-s233,STFP,CCAMF,ASV2516,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,VTX00309,1,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,NA,NA,0.875,Highly|_Probable,NA,NA,Glomeromycota,Sclerocystaceae_Kamienskiaceae,Oehlia,yes,yes,yes,primer
Oehlia_diaphana_P4-bc1024-977-s309_STFP_ASV2507,Oehlia_diaphana_P4-bc1024-977-s309_STFP_ASV2507_CCAMF,Oehlia,diaphana,P4-bc1024-977-s309,STFP,CCAMF,ASV2507,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,VTX00309,1,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,NA,NA,0.75,Highly|_Probable,NA,NA,Glomeromycota,Sclerocystaceae_Kamienskiaceae,Oehlia,yes,yes,yes,primer
Funneliformis_mosseae_P4-bc1026-CH-s1345_STFP_ASV2272,Funneliformis_mosseae_P4-bc1026-CH-s1345_STFP_ASV2272_CCAMF,Funneliformis,mosseae,P4-bc1026-CH-s1345,STFP,CCAMF,ASV2272,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,VTX00067,1,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Funneliformis,mosseae,0.8,Highly|_Probable,arbuscular_mycorrhizal,root-associated,Glomeromycota,Septoglomeraceae,Funneliformis,yes,yes,yes,primer
Funneliformis_mosseae_P4-bc1026-CH-s3274_STFP_ASV2273,Funneliformis_mosseae_P4-bc1026-CH-s3274_STFP_ASV2273_CCAMF,Funneliformis,mosseae,P4-bc1026-CH-s3274,STFP,CCAMF,ASV2273,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,VTX00067,1,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Funneliformis,mosseae,0.6,Highly|_Probable,arbuscular_mycorrhizal,root-associated,Glomeromycota,Septoglomeraceae,Funneliformis,yes,yes,yes,primer
Funneliformis_mosseae_P4-bc1026-CH-s7597_STFP_ASV2271,Funneliformis_mosseae_P4-bc1026-CH-s7597_STFP_ASV2271_CCAMF,Funneliformis,mosseae,P4-bc1026-CH-s7597,STFP,CCAMF,ASV2271,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,VTX00067,1,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Funneliformis,mosseae,0.8,Highly|_Probable,arbuscular_mycorrhizal,root-associated,Glomeromycota,Septoglomeraceae,Funneliformis,yes,yes,yes,primer
Funneliformis_mosseae_P4-bc1027-CH-s101_STFP_ASV2281,Funneliformis_mosseae_P4-bc1027-CH-s101_STFP_ASV2281_CCAMF,Funneliformis,mosseae,P4-bc1027-CH-s101,STFP,CCAMF,ASV2281,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,VTX00067,1,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Funneliformis,mosseae,0.7,Highly|_Probable,arbuscular_mycorrhizal,root-associated,Glomeromycota,Septoglomeraceae,Funneliformis,yes,yes,yes,primer
Funneliformis_mosseae_P4-bc1027-CH-s112_STFP_ASV2279,Funneliformis_mosseae_P4-bc1027-CH-s112_STFP_ASV2279_CCAMF,Funneliformis,mosseae,P4-bc1027-CH-s112,STFP,CCAMF,ASV2279,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,VTX00067,1,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Funneliformis,mosseae,0.8,Highly|_Probable,arbuscular_mycorrhizal,root-associated,Glomeromycota,Septoglomeraceae,Funneliformis,yes,yes,yes,primer
Funneliformis_mosseae_P4-bc1027-CH-s115_STFP_ASV2270,Funneliformis_mosseae_P4-bc1027-CH-s115_STFP_ASV2270_CCAMF,Funneliformis,mosseae,P4-bc1027-CH-s115,STFP,CCAMF,ASV2270,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,VTX00067,1,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Funneliformis,mosseae,0.7,Highly|_Probable,arbuscular_mycorrhizal,root-associated,Glomeromycota,Septoglomeraceae,Funneliformis,yes,yes,yes,primer
Funneliformis_mosseae_P4-bc1027-CH-s133_STFP_ASV2269,Funneliformis_mosseae_P4-bc1027-CH-s133_STFP_ASV2269_CCAMF,Funneliformis,mosseae,P4-bc1027-CH-s133,STFP,CCAMF,ASV2269,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,VTX00067,1,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Funneliformis,mosseae,0.7,Highly|_Probable,arbuscular_mycorrhizal,root-associated,Glomeromycota,Septoglomeraceae,Funneliformis,yes,yes,yes,primer
Funneliformis_mosseae_P4-bc1027-CH-s164_STFP_ASV2257,Funneliformis_mosseae_P4-bc1027-CH-s164_STFP_ASV2257_CCAMF,Funneliformis,mosseae,P4-bc1027-CH-s164,STFP,CCAMF,ASV2257,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,VTX00067,1,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Funneliformis,mosseae,0.6,Highly|_Probable,arbuscular_mycorrhizal,root-associated,Glomeromycota,Septoglomeraceae,Funneliformis,yes,yes,yes,primer
Funneliformis_mosseae_P4-bc1027-CH-s167_STFP_ASV2282,Funneliformis_mosseae_P4-bc1027-CH-s167_STFP_ASV2282_CCAMF,Funneliformis,mosseae,P4-bc1027-CH-s167,STFP,CCAMF,ASV2282,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,VTX00067,1,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Funneliformis,mosseae,0.9,Highly|_Probable,arbuscular_mycorrhizal,root-associated,Glomeromycota,Septoglomeraceae,Funneliformis,yes,yes,yes,primer
Funneliformis_mosseae_P4-bc1027-CH-s208_STFP_ASV2268,Funneliformis_mosseae_P4-bc1027-CH-s208_STFP_ASV2268_CCAMF,Funneliformis,mosseae,P4-bc1027-CH-s208,STFP,CCAMF,ASV2268,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,VTX00067,1,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Funneliformis,mosseae,0.7,Highly|_Probable,arbuscular_mycorrhizal,root-associated,Glomeromycota,Septoglomeraceae,Funneliformis,yes,yes,yes,primer
Funneliformis_mosseae_P4-bc1027-CH-s237_STFP_ASV2263,Funneliformis_mosseae_P4-bc1027-CH-s237_STFP_ASV2263_CCAMF,Funneliformis,mosseae,P4-bc1027-CH-s237,STFP,CCAMF,ASV2263,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,VTX00067,1,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Funneliformis,NA,1,Highly|_Probable,arbuscular_mycorrhizal,root-associated,Glomeromycota,Septoglomeraceae,Funneliformis,yes,yes,yes,primer
Funneliformis_mosseae_P4-bc1027-CH-s259_STFP_ASV2267,Funneliformis_mosseae_P4-bc1027-CH-s259_STFP_ASV2267_CCAMF,Funneliformis,mosseae,P4-bc1027-CH-s259,STFP,CCAMF,ASV2267,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,VTX00067,1,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Funneliformis,mosseae,0.7,Highly|_Probable,arbuscular_mycorrhizal,root-associated,Glomeromycota,Septoglomeraceae,Funneliformis,yes,yes,yes,primer
Funneliformis_mosseae_P4-bc1027-CH-s415_STFP_ASV2265,Funneliformis_mosseae_P4-bc1027-CH-s415_STFP_ASV2265_CCAMF,Funneliformis,mosseae,P4-bc1027-CH-s415,STFP,CCAMF,ASV2265,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,VTX00067,1,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Funneliformis,sp,0.6,Highly|_Probable,arbuscular_mycorrhizal,root-associated,Glomeromycota,Septoglomeraceae,Funneliformis,yes,yes,yes,primer
Funneliformis_mosseae_P4-bc1027-CH-s426_STFP_ASV2259,Funneliformis_mosseae_P4-bc1027-CH-s426_STFP_ASV2259_CCAMF,Funneliformis,mosseae,P4-bc1027-CH-s426,STFP,CCAMF,ASV2259,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,VTX00067,1,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Funneliformis,mosseae,0.7,Highly|_Probable,arbuscular_mycorrhizal,root-associated,Glomeromycota,Septoglomeraceae,Funneliformis,yes,yes,yes,primer
Funneliformis_mosseae_P4-bc1027-CH-s499_STFP_ASV2261,Funneliformis_mosseae_P4-bc1027-CH-s499_STFP_ASV2261_CCAMF,Funneliformis,mosseae,P4-bc1027-CH-s499,STFP,CCAMF,ASV2261,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,VTX00067,1,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Funneliformis,NA,1,Highly|_Probable,arbuscular_mycorrhizal,root-associated,Glomeromycota,Septoglomeraceae,Funneliformis,yes,yes,yes,primer
Funneliformis_mosseae_P4-bc1027-CH-s541_STFP_ASV2256,Funneliformis_mosseae_P4-bc1027-CH-s541_STFP_ASV2256_CCAMF,Funneliformis,mosseae,P4-bc1027-CH-s541,STFP,CCAMF,ASV2256,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,VTX00067,1,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Funneliformis,mosseae,0.6,Highly|_Probable,arbuscular_mycorrhizal,root-associated,Glomeromycota,Septoglomeraceae,Funneliformis,yes,yes,yes,primer
Funneliformis_mosseae_P4-bc1027-CH-s91_STFP_ASV2258,Funneliformis_mosseae_P4-bc1027-CH-s91_STFP_ASV2258_CCAMF,Funneliformis,mosseae,P4-bc1027-CH-s91,STFP,CCAMF,ASV2258,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,VTX00067,1,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Funneliformis,mosseae,0.6,Highly|_Probable,arbuscular_mycorrhizal,root-associated,Glomeromycota,Septoglomeraceae,Funneliformis,yes,yes,yes,primer
Funneliformis_mosseae_P4-bc1027-CH-s93_STFP_ASV2260,Funneliformis_mosseae_P4-bc1027-CH-s93_STFP_ASV2260_CCAMF,Funneliformis,mosseae,P4-bc1027-CH-s93,STFP,CCAMF,ASV2260,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,VTX00067,1,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Funneliformis,mosseae,0.6,Highly|_Probable,arbuscular_mycorrhizal,root-associated,Glomeromycota,Septoglomeraceae,Funneliformis,yes,yes,yes,primer
Funneliformis_mosseae_P4-bc1027-CH-s96_STFP_ASV2262,Funneliformis_mosseae_P4-bc1027-CH-s96_STFP_ASV2262_CCAMF,Funneliformis,mosseae,P4-bc1027-CH-s96,STFP,CCAMF,ASV2262,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,VTX00067,1,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Funneliformis,NA,1,Highly|_Probable,arbuscular_mycorrhizal,root-associated,Glomeromycota,Septoglomeraceae,Funneliformis,yes,yes,yes,primer
Funneliformis_mosseae_P4-bc1027-CH-s99_STFP_ASV2264,Funneliformis_mosseae_P4-bc1027-CH-s99_STFP_ASV2264_CCAMF,Funneliformis,mosseae,P4-bc1027-CH-s99,STFP,CCAMF,ASV2264,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,VTX00067,1,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Funneliformis,NA,1,Highly|_Probable,arbuscular_mycorrhizal,root-associated,Glomeromycota,Septoglomeraceae,Funneliformis,yes,yes,yes,primer
Funneliformis_mosseae_P4-bc1030-448-s1506_STFP_ASV2216,Funneliformis_mosseae_P4-bc1030-448-s1506_STFP_ASV2216_CCAMF,Funneliformis,mosseae,P4-bc1030-448-s1506,STFP,CCAMF,ASV2216,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,VTX00067,1,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Funneliformis,NA,0.9,Highly|_Probable,arbuscular_mycorrhizal,root-associated,Glomeromycota,Septoglomeraceae,Funneliformis,yes,yes,yes,primer
Funneliformis_mosseae_P4-bc1030-448-s18163_STFP_ASV2235,Funneliformis_mosseae_P4-bc1030-448-s18163_STFP_ASV2235_CCAMF,Funneliformis,mosseae,P4-bc1030-448-s18163,STFP,CCAMF,ASV2235,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,VTX00067,1,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Funneliformis,NA,0.9,Highly|_Probable,arbuscular_mycorrhizal,root-associated,Glomeromycota,Septoglomeraceae,Funneliformis,yes,yes,yes,primer
Funneliformis_mosseae_P4-bc1030-448-s258_STFP_ASV2280,Funneliformis_mosseae_P4-bc1030-448-s258_STFP_ASV2280_CCAMF,Funneliformis,mosseae,P4-bc1030-448-s258,STFP,CCAMF,ASV2280,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,VTX00067,1,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Funneliformis,NA,0.9,Highly|_Probable,arbuscular_mycorrhizal,root-associated,Glomeromycota,Septoglomeraceae,Funneliformis,yes,yes,yes,primer
Funneliformis_mosseae_P4-bc1030-448-s315_STFP_ASV2219,Funneliformis_mosseae_P4-bc1030-448-s315_STFP_ASV2219_CCAMF,Funneliformis,mosseae,P4-bc1030-448-s315,STFP,CCAMF,ASV2219,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,VTX00067,1,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Funneliformis,sp,0.6,Highly|_Probable,arbuscular_mycorrhizal,root-associated,Glomeromycota,Septoglomeraceae,Funneliformis,yes,yes,yes,primer
Funneliformis_mosseae_P4-bc1030-448-s342_STFP_ASV2218,Funneliformis_mosseae_P4-bc1030-448-s342_STFP_ASV2218_CCAMF,Funneliformis,mosseae,P4-bc1030-448-s342,STFP,CCAMF,ASV2218,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,VTX00067,1,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Funneliformis,sp,0.6,Highly|_Probable,arbuscular_mycorrhizal,root-associated,Glomeromycota,Septoglomeraceae,Funneliformis,yes,yes,yes,primer
Funneliformis_mosseae_P4-bc1030-448-s393_STFP_ASV2234,Funneliformis_mosseae_P4-bc1030-448-s393_STFP_ASV2234_CCAMF,Funneliformis,mosseae,P4-bc1030-448-s393,STFP,CCAMF,ASV2234,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,VTX00067,1,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Funneliformis,mosseae,0.6,Highly|_Probable,arbuscular_mycorrhizal,root-associated,Glomeromycota,Septoglomeraceae,Funneliformis,yes,yes,yes,primer
Funneliformis_mosseae_P4-bc1030-448-s418_STFP_ASV2217,Funneliformis_mosseae_P4-bc1030-448-s418_STFP_ASV2217_CCAMF,Funneliformis,mosseae,P4-bc1030-448-s418,STFP,CCAMF,ASV2217,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,VTX00067,1,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Funneliformis,NA,0.9,Highly|_Probable,arbuscular_mycorrhizal,root-associated,Glomeromycota,Septoglomeraceae,Funneliformis,yes,yes,yes,primer
Funneliformis_mosseae_P4-bc1030-448-s779_STFP_ASV2233,Funneliformis_mosseae_P4-bc1030-448-s779_STFP_ASV2233_CCAMF,Funneliformis,mosseae,P4-bc1030-448-s779,STFP,CCAMF,ASV2233,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,VTX00067,1,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Funneliformis,mosseae,0.6,Highly|_Probable,arbuscular_mycorrhizal,root-associated,Glomeromycota,Septoglomeraceae,Funneliformis,yes,yes,yes,primer
Funneliformis_mosseae_P4-bc1030-448-s800_STFP_ASV2213,Funneliformis_mosseae_P4-bc1030-448-s800_STFP_ASV2213_CCAMF,Funneliformis,mosseae,P4-bc1030-448-s800,STFP,CCAMF,ASV2213,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,VTX00067,1,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Funneliformis,NA,0.9,Highly|_Probable,arbuscular_mycorrhizal,root-associated,Glomeromycota,Septoglomeraceae,Funneliformis,yes,yes,yes,primer
Funneliformis_mosseae_P4-bc1031-242-s1979_STFP_ASV2225,Funneliformis_mosseae_P4-bc1031-242-s1979_STFP_ASV2225_CCAMF,Funneliformis,mosseae,P4-bc1031-242-s1979,STFP,CCAMF,ASV2225,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,VTX00067,1,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Funneliformis,NA,0.9,Highly|_Probable,arbuscular_mycorrhizal,root-associated,Glomeromycota,Septoglomeraceae,Funneliformis,yes,yes,yes,primer
