ASV_original,ASV_updated,ASV_genus,ASV_species,ASV_culture,ASV_seqrun,Culture_collection,ASV_ID,SSU_kingdom,SSU_phylum,SSU_class,SSU_order,SSU_family,SSU_genus,SSU_species,SSU_Consensus,ITS_kingdom,ITS_phylum,ITS_class,ITS_order,ITS_family,ITS_genus,ITS_species,ITS_Consensus,fg_confidence,ft_primary_lifestyle,ft_secondary_lifestyle,LSU_phylum,LSU_family,LSU_genus,SSU_primer_success,ITS_primer_success,LSU_primer_align_success,method_LSU
Acaulospora_laevis_BEG13_ZUII_ASV1086,Acaulospora_laevis_BEG13_ZUII_ASV1086_BEG,Acaulospora,laevis,BEG13,ZUII,BEG,ASV1086,Fungi,Mucoromycota,Glomeromycetes,Diversisporales,Acaulosporaceae,Acaulospora,VTX00023,1,Fungi,Glomeromycota,Glomeromycetes,Diversisporales,Acaulosporaceae,Acaulospora,laevis,0.9,Highly_Probable,arbuscular_mycorrhizal,root-associated,Glomeromycota,Acaulosporaceae,Acaulospora,yes,yes,yes,primer
Acaulospora_laevis_BEG13_ZUII_ASV1087,Acaulospora_laevis_BEG13_ZUII_ASV1087_BEG,Acaulospora,laevis,BEG13,ZUII,BEG,ASV1087,Fungi,Mucoromycota,Glomeromycetes,Diversisporales,Acaulosporaceae,Acaulospora,VTX00023,1,Fungi,Glomeromycota,Glomeromycetes,Diversisporales,Acaulosporaceae,Acaulospora,laevis,0.9,Highly_Probable,arbuscular_mycorrhizal,root-associated,Glomeromycota,Acaulosporaceae,Acaulospora,yes,yes,yes,primer
Funneliformis_mosseae_BEG161_ZU_ASV1240,Funneliformis_mosseae_BEG161_ZU_ASV1240_BEG,Funneliformis,mosseae,BEG161,ZU,BEG,ASV1240,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,VTX00067,1,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Funneliformis,mosseae,0.6,Highly_Probable,arbuscular_mycorrhizal,root-associated,Glomeromycota,Septoglomeraceae,Funneliformis,yes,yes,yes,primer
Funneliformis_mosseae_BEG161_ZU_ASV1241,Funneliformis_mosseae_BEG161_ZU_ASV1241_BEG,Funneliformis,mosseae,BEG161,ZU,BEG,ASV1241,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,VTX00067,1,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Funneliformis,NA,0.9,Highly_Probable,arbuscular_mycorrhizal,root-associated,Glomeromycota,Septoglomeraceae,Funneliformis,yes,yes,yes,primer
Funneliformis_mosseae_BEG161_ZU_ASV1245,Funneliformis_mosseae_BEG161_ZU_ASV1245_BEG,Funneliformis,mosseae,BEG161,ZU,BEG,ASV1245,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,VTX00067,1,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Funneliformis,NA,0.9,Highly_Probable,arbuscular_mycorrhizal,root-associated,Glomeromycota,Septoglomeraceae,Funneliformis,yes,yes,yes,primer
Funneliformis_mosseae_BEG161_ZU_ASV1247,Funneliformis_mosseae_BEG161_ZU_ASV1247_BEG,Funneliformis,mosseae,BEG161,ZU,BEG,ASV1247,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,VTX00067,1,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Funneliformis,NA,0.9,Highly_Probable,arbuscular_mycorrhizal,root-associated,Glomeromycota,Septoglomeraceae,Funneliformis,yes,yes,yes,primer
Funneliformis_mosseae_BEG161_ZU_ASV1249,Funneliformis_mosseae_BEG161_ZU_ASV1249_BEG,Funneliformis,mosseae,BEG161,ZU,BEG,ASV1249,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,VTX00067,1,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Funneliformis,NA,0.9,Highly_Probable,arbuscular_mycorrhizal,root-associated,Glomeromycota,Septoglomeraceae,Funneliformis,yes,yes,yes,primer
Funneliformis_mosseae_BEG161_ZU_ASV1252,Funneliformis_mosseae_BEG161_ZU_ASV1252_BEG,Funneliformis,mosseae,BEG161,ZU,BEG,ASV1252,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,VTX00067,1,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Funneliformis,NA,0.9,Highly_Probable,arbuscular_mycorrhizal,root-associated,Glomeromycota,Septoglomeraceae,Funneliformis,yes,yes,yes,primer
Funneliformis_mosseae_BEG161_ZU_ASV1253,Funneliformis_mosseae_BEG161_ZU_ASV1253_BEG,Funneliformis,mosseae,BEG161,ZU,BEG,ASV1253,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,VTX00067,1,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Funneliformis,NA,0.9,Highly_Probable,arbuscular_mycorrhizal,root-associated,Glomeromycota,Septoglomeraceae,Funneliformis,yes,yes,yes,primer
Funneliformis_mosseae_BEG161_ZU_ASV1254,Funneliformis_mosseae_BEG161_ZU_ASV1254_BEG,Funneliformis,mosseae,BEG161,ZU,BEG,ASV1254,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,VTX00067,1,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Funneliformis,NA,0.9,Highly_Probable,arbuscular_mycorrhizal,root-associated,Glomeromycota,Septoglomeraceae,Funneliformis,yes,yes,yes,primer
Acaulospora_laevis_BEG242_ZUII_ASV1081,Acaulospora_laevis_BEG242_ZUII_ASV1081_BEG,Acaulospora,laevis,BEG242,ZUII,BEG,ASV1081,Fungi,Mucoromycota,Glomeromycetes,Diversisporales,Acaulosporaceae,Acaulospora,VTX00030,1,Fungi,Glomeromycota,Glomeromycetes,Diversisporales,Acaulosporaceae,NA,NA,1,Highly_Probable,NA,NA,Glomeromycota,Acaulosporaceae,Acaulospora,yes,yes,yes,primer
Acaulospora_Laevis_BEG242_ZUII_ASV1085,Acaulospora_laevis_BEG242_ZUII_ASV1085_BEG,Acaulospora,laevis,BEG242,ZUII,BEG,ASV1085,Fungi,Mucoromycota,Glomeromycetes,Diversisporales,Acaulosporaceae,Acaulospora,VTX00030,1,Fungi,Glomeromycota,Glomeromycetes,Diversisporales,Acaulosporaceae,NA,NA,0.6,Highly_Probable,NA,NA,Glomeromycota,Acaulosporaceae,Acaulospora,yes,yes,yes,primer
Racocetra_gregaria_BEG243_ZU_ASV1002,Racocetra_gregaria_BEG243_ZU_ASV1002_BEG,Racocetra,gregaria,BEG243,ZU,BEG,ASV1002,Fungi,Mucoromycota,Glomeromycetes,Diversisporales,Gigasporaceae,Scutellospora,VTX00041,0.9,Fungi,Glomeromycota,Glomeromycetes,Gigasporales,NA,NA,NA,1,Highly_Probable,NA,NA,Glomeromycota,Gigasporaceae,Racocetra,yes,yes,yes,primer
Racocetra_gregaria_BEG243_ZUII_ASV1002,Racocetra_gregaria_BEG243_ZUII_ASV1002_BEG,Racocetra,gregaria,BEG243,ZUII,BEG,ASV1002,Fungi,Mucoromycota,Glomeromycetes,Diversisporales,Gigasporaceae,Scutellospora,VTX00041,0.9,Fungi,Glomeromycota,Glomeromycetes,Gigasporales,NA,NA,NA,1,Highly_Probable,NA,NA,Glomeromycota,Gigasporaceae,Racocetra,yes,yes,yes,primer
Racocetra_gregaria_BEG243_ZU_ASV1026,Racocetra_gregaria_BEG243_ZU_ASV1026_BEG,Racocetra,gregaria,BEG243,ZU,BEG,ASV1026,Fungi,Mucoromycota,Glomeromycetes,Diversisporales,Gigasporaceae,Scutellospora,VTX00041,0.9,Fungi,Glomeromycota,Glomeromycetes,Gigasporales,NA,NA,NA,1,Highly_Probable,NA,NA,Glomeromycota,Gigasporaceae,Racocetra,yes,yes,yes,primer
Racocetra_gregaria_BEG243_ZUII_ASV1026,Racocetra_gregaria_BEG243_ZUII_ASV1026_BEG,Racocetra,gregaria,BEG243,ZUII,BEG,ASV1026,Fungi,Mucoromycota,Glomeromycetes,Diversisporales,Gigasporaceae,Scutellospora,VTX00041,0.9,Fungi,Glomeromycota,Glomeromycetes,Gigasporales,NA,NA,NA,1,Highly_Probable,NA,NA,Glomeromycota,Gigasporaceae,Racocetra,yes,yes,yes,primer
Racocetra_gregaria_BEG243_ZU_ASV1029,Racocetra_gregaria_BEG243_ZU_ASV1029_BEG,Racocetra,gregaria,BEG243,ZU,BEG,ASV1029,Fungi,Mucoromycota,Glomeromycetes,Diversisporales,Gigasporaceae,Scutellospora,VTX00041,0.9,Fungi,Glomeromycota,Glomeromycetes,Gigasporales,NA,NA,NA,1,Highly_Probable,NA,NA,Glomeromycota,Gigasporaceae,Racocetra,yes,yes,yes,primer
Racocetra_gregaria_BEG243_ZUII_ASV1029,Racocetra_gregaria_BEG243_ZUII_ASV1029_BEG,Racocetra,gregaria,BEG243,ZUII,BEG,ASV1029,Fungi,Mucoromycota,Glomeromycetes,Diversisporales,Gigasporaceae,Scutellospora,VTX00041,0.9,Fungi,Glomeromycota,Glomeromycetes,Gigasporales,NA,NA,NA,1,Highly_Probable,NA,NA,Glomeromycota,Gigasporaceae,Racocetra,yes,yes,yes,primer
Racocetra_gregaria_BEG243_ZU_ASV1035,Racocetra_gregaria_BEG243_ZU_ASV1035_BEG,Racocetra,gregaria,BEG243,ZU,BEG,ASV1035,Fungi,Mucoromycota,Glomeromycetes,Diversisporales,Gigasporaceae,Scutellospora,VTX00041,0.9,Fungi,Glomeromycota,Glomeromycetes,Gigasporales,NA,NA,NA,1,Highly_Probable,NA,NA,Glomeromycota,Gigasporaceae,Racocetra,yes,yes,yes,primer
Racocetra_gregaria_BEG243_ZUII_ASV1035,Racocetra_gregaria_BEG243_ZUII_ASV1035_BEG,Racocetra,gregaria,BEG243,ZUII,BEG,ASV1035,Fungi,Mucoromycota,Glomeromycetes,Diversisporales,Gigasporaceae,Scutellospora,VTX00041,0.9,Fungi,Glomeromycota,Glomeromycetes,Gigasporales,NA,NA,NA,1,Highly_Probable,NA,NA,Glomeromycota,Gigasporaceae,Racocetra,yes,yes,yes,primer
Racocetra_gregaria_BEG243_ZU_ASV1051,Racocetra_gregaria_BEG243_ZU_ASV1051_BEG,Racocetra,gregaria,BEG243,ZU,BEG,ASV1051,Fungi,Mucoromycota,Glomeromycetes,Diversisporales,Gigasporaceae,Scutellospora,VTX00041,0.9,Fungi,Glomeromycota,Glomeromycetes,Gigasporales,NA,NA,NA,1,Highly_Probable,NA,NA,Glomeromycota,Gigasporaceae,Racocetra,yes,yes,yes,primer
Racocetra_gregaria_BEG243_ZUII_ASV1051,Racocetra_gregaria_BEG243_ZUII_ASV1051_BEG,Racocetra,gregaria,BEG243,ZUII,BEG,ASV1051,Fungi,Mucoromycota,Glomeromycetes,Diversisporales,Gigasporaceae,Scutellospora,VTX00041,0.9,Fungi,Glomeromycota,Glomeromycetes,Gigasporales,NA,NA,NA,1,Highly_Probable,NA,NA,Glomeromycota,Gigasporaceae,Racocetra,yes,yes,yes,primer
Racocetra_gregaria_BEG243_ZUII_ASV1364,Racocetra_gregaria_BEG243_ZUII_ASV1364_BEG,Racocetra,gregaria,BEG243,ZUII,BEG,ASV1364,Fungi,Mucoromycota,Glomeromycetes,Diversisporales,Gigasporaceae,Scutellospora,VTX00041,0.9,Fungi,Glomeromycota,Glomeromycetes,Gigasporales,NA,NA,NA,1,Highly_Probable,NA,NA,Glomeromycota,Gigasporaceae,Racocetra,yes,yes,yes,primer
Racocetra_gregaria_BEG243_ZUII_ASV1365,Racocetra_gregaria_BEG243_ZUII_ASV1365_BEG,Racocetra,gregaria,BEG243,ZUII,BEG,ASV1365,Fungi,Mucoromycota,Glomeromycetes,Diversisporales,Gigasporaceae,Scutellospora,VTX00041,0.9,Fungi,Glomeromycota,Glomeromycetes,Gigasporales,NA,NA,NA,1,Highly_Probable,NA,NA,Glomeromycota,Gigasporaceae,Racocetra,yes,yes,yes,primer
Racocetra_gregaria_BEG243_ZU_ASV1366,Racocetra_gregaria_BEG243_ZU_ASV1366_BEG,Racocetra,gregaria,BEG243,ZU,BEG,ASV1366,Fungi,Mucoromycota,Glomeromycetes,Diversisporales,Gigasporaceae,Scutellospora,VTX00041,0.9,Fungi,Glomeromycota,Glomeromycetes,Gigasporales,NA,NA,NA,1,Highly_Probable,NA,NA,Glomeromycota,Gigasporaceae,Racocetra,yes,yes,yes,primer
Racocetra_gregaria_BEG243_ZU_ASV1367,Racocetra_gregaria_BEG243_ZU_ASV1367_BEG,Racocetra,gregaria,BEG243,ZU,BEG,ASV1367,Fungi,Mucoromycota,Glomeromycetes,Diversisporales,Gigasporaceae,Scutellospora,VTX00041,0.9,Fungi,Glomeromycota,Glomeromycetes,Gigasporales,NA,NA,NA,1,Highly_Probable,NA,NA,Glomeromycota,Gigasporaceae,Racocetra,yes,yes,yes,primer
Racocetra_gregaria_BEG243_ZU_ASV1368,Racocetra_gregaria_BEG243_ZU_ASV1368_BEG,Racocetra,gregaria,BEG243,ZU,BEG,ASV1368,Fungi,Mucoromycota,Glomeromycetes,Diversisporales,Gigasporaceae,Scutellospora,VTX00041,0.9,Fungi,Glomeromycota,Glomeromycetes,Gigasporales,NA,NA,NA,1,Highly_Probable,NA,NA,Glomeromycota,Gigasporaceae,Racocetra,yes,yes,yes,primer
Racocetra_gregaria_BEG243_ZU_ASV1369,Racocetra_gregaria_BEG243_ZU_ASV1369_BEG,Racocetra,gregaria,BEG243,ZU,BEG,ASV1369,Fungi,Mucoromycota,Glomeromycetes,Diversisporales,Gigasporaceae,Scutellospora,VTX00041,0.9,Fungi,Glomeromycota,Glomeromycetes,Gigasporales,NA,NA,NA,1,Highly_Probable,NA,NA,Glomeromycota,Gigasporaceae,Racocetra,yes,yes,yes,primer
Scutellospora_calospora_BEG245_ZUII_ASV1409,Scutellospora_calospora_BEG245_ZUII_ASV1409_BEG,Scutellospora,calospora,BEG245,ZUII,BEG,ASV1409,Fungi,Mucoromycota,Glomeromycetes,Diversisporales,Gigasporaceae,Scutellospora,VTX00052,1,Fungi,Glomeromycota,Glomeromycetes,Gigasporales,Scutellosporaceae,Scutellospora,NA,0.7,Highly_Probable,arbuscular_mycorrhizal,root-associated,Glomeromycota,Gigasporaceae,Scutellospora,yes,yes,yes,primer
Scutellospora_calospora_BEG245_ZUII_ASV1410,Scutellospora_calospora_BEG245_ZUII_ASV1410_BEG,Scutellospora,calospora,BEG245,ZUII,BEG,ASV1410,Fungi,Mucoromycota,Glomeromycetes,Diversisporales,Gigasporaceae,Scutellospora,VTX00052,1,Fungi,Glomeromycota,Glomeromycetes,Gigasporales,Scutellosporaceae,Scutellospora,NA,0.7,Highly_Probable,arbuscular_mycorrhizal,root-associated,Glomeromycota,Gigasporaceae,Scutellospora,yes,yes,yes,primer
Scutellospora_calospora_BEG245_ZUII_ASV1411,Scutellospora_calospora_BEG245_ZUII_ASV1411_BEG,Scutellospora,calospora,BEG245,ZUII,BEG,ASV1411,Fungi,Mucoromycota,Glomeromycetes,Diversisporales,Gigasporaceae,Scutellospora,VTX00052,1,Fungi,Glomeromycota,Glomeromycetes,Gigasporales,Scutellosporaceae,Scutellospora,NA,0.75,Highly_Probable,arbuscular_mycorrhizal,root-associated,Glomeromycota,Gigasporaceae,Scutellospora,yes,yes,yes,primer
Scutellospora_calospora_BEG245_ZUII_ASV1412,Scutellospora_calospora_BEG245_ZUII_ASV1412_BEG,Scutellospora,calospora,BEG245,ZUII,BEG,ASV1412,Fungi,Mucoromycota,Glomeromycetes,Diversisporales,Gigasporaceae,Scutellospora,VTX00052,1,Fungi,Glomeromycota,Glomeromycetes,Gigasporales,Scutellosporaceae,Scutellospora,NA,0.667,Highly_Probable,arbuscular_mycorrhizal,root-associated,Glomeromycota,Gigasporaceae,Scutellospora,yes,yes,yes,primer
Acaulospora_Laevis_BEG26_ZUII_ASV1084,Acaulospora_laevis_BEG26_ZUII_ASV1084_BEG,Acaulospora,laevis,BEG26,ZUII,BEG,ASV1084,Fungi,Mucoromycota,Glomeromycetes,Diversisporales,Acaulosporaceae,Acaulospora,VTX00023,1,Fungi,Glomeromycota,Glomeromycetes,Diversisporales,Acaulosporaceae,Acaulospora,laevis,0.9,Highly_Probable,arbuscular_mycorrhizal,root-associated,Glomeromycota,Acaulosporaceae,Acaulospora,yes,yes,yes,primer
Dentiscutata_heterogama_BEG35_ZU_ASV1016,Dentiscutata_heterogama_BEG35_ZU_ASV1016_BEG,Dentiscutata,heterogama,BEG35,ZU,BEG,ASV1016,Fungi,Mucoromycota,Glomeromycetes,Diversisporales,Gigasporaceae,Scutellospora,VTX00255,0.6,Fungi,Glomeromycota,Glomeromycetes,Gigasporales,Dentiscutataceae,NA,NA,0.6,Highly_Probable,NA,NA,Glomeromycota,Gigasporaceae,Dentiscutata,yes,yes,yes,primer
Dentiscutata_heterogama_BEG35_ZUII_ASV1016,Dentiscutata_heterogama_BEG35_ZUII_ASV1016_BEG,Dentiscutata,heterogama,BEG35,ZUII,BEG,ASV1016,Fungi,Mucoromycota,Glomeromycetes,Diversisporales,Gigasporaceae,Scutellospora,VTX00255,0.6,Fungi,Glomeromycota,Glomeromycetes,Gigasporales,Dentiscutataceae,NA,NA,0.6,Highly_Probable,NA,NA,Glomeromycota,Gigasporaceae,Dentiscutata,yes,yes,yes,primer
Dentiscutata_heterogama_BEG35_ZU_ASV1042,Dentiscutata_heterogama_BEG35_ZU_ASV1042_BEG,Dentiscutata,heterogama,BEG35,ZU,BEG,ASV1042,Fungi,Mucoromycota,Glomeromycetes,Diversisporales,Gigasporaceae,Scutellospora,VTX00255,0.6,Fungi,Glomeromycota,Glomeromycetes,Gigasporales,Dentiscutataceae,Dentiscutata,NA,0.7,Highly_Probable,arbuscular_mycorrhizal,root-associated,Glomeromycota,Gigasporaceae,Dentiscutata,yes,yes,yes,primer
Dentiscutata_heterogama_BEG35_ZUII_ASV1042,Dentiscutata_heterogama_BEG35_ZUII_ASV1042_BEG,Dentiscutata,heterogama,BEG35,ZUII,BEG,ASV1042,Fungi,Mucoromycota,Glomeromycetes,Diversisporales,Gigasporaceae,Scutellospora,VTX00255,0.6,Fungi,Glomeromycota,Glomeromycetes,Gigasporales,Dentiscutataceae,Dentiscutata,NA,0.7,Highly_Probable,arbuscular_mycorrhizal,root-associated,Glomeromycota,Gigasporaceae,Dentiscutata,yes,yes,yes,primer
Dentiscutata_heterogama_BEG35_ZU_ASV1159,Dentiscutata_heterogama_BEG35_ZU_ASV1159_BEG,Dentiscutata,heterogama,BEG35,ZU,BEG,ASV1159,Fungi,Mucoromycota,Glomeromycetes,Diversisporales,Gigasporaceae,Scutellospora,VTX00255,0.6,Fungi,Glomeromycota,Glomeromycetes,Gigasporales,Dentiscutataceae,NA,NA,0.6,Highly_Probable,NA,NA,Glomeromycota,Gigasporaceae,Dentiscutata,yes,yes,yes,primer
Dentiscutata_heterogama_BEG35_ZU_ASV1160,Dentiscutata_heterogama_BEG35_ZU_ASV1160_BEG,Dentiscutata,heterogama,BEG35,ZU,BEG,ASV1160,Fungi,Mucoromycota,Glomeromycetes,Diversisporales,Gigasporaceae,Scutellospora,VTX00255,0.7,Fungi,Glomeromycota,Glomeromycetes,Gigasporales,Dentiscutataceae,NA,NA,0.6,Highly_Probable,NA,NA,Glomeromycota,Gigasporaceae,Dentiscutata,yes,yes,yes,primer
Dentiscutata_heterogama_BEG35_ZU_ASV1161,Dentiscutata_heterogama_BEG35_ZU_ASV1161_BEG,Dentiscutata,heterogama,BEG35,ZU,BEG,ASV1161,Fungi,Mucoromycota,Glomeromycetes,Diversisporales,Gigasporaceae,Scutellospora,VTX00255,0.8,Fungi,Glomeromycota,Glomeromycetes,Gigasporales,Dentiscutataceae,NA,NA,0.6,Highly_Probable,NA,NA,Glomeromycota,Gigasporaceae,Dentiscutata,yes,yes,yes,primer
Dentiscutata_heterogama_BEG35_ZU_ASV1164,Dentiscutata_heterogama_BEG35_ZU_ASV1164_BEG,Dentiscutata,heterogama,BEG35,ZU,BEG,ASV1164,Fungi,Mucoromycota,Glomeromycetes,Diversisporales,Gigasporaceae,Scutellospora,VTX00255,0.8,Fungi,Glomeromycota,Glomeromycetes,Gigasporales,Dentiscutataceae,NA,NA,0.6,Highly_Probable,NA,NA,Glomeromycota,Gigasporaceae,Dentiscutata,yes,yes,yes,primer
Dentiscutata_heterogama_BEG35_ZU_ASV1165,Dentiscutata_heterogama_BEG35_ZU_ASV1165_BEG,Dentiscutata,heterogama,BEG35,ZU,BEG,ASV1165,Fungi,Mucoromycota,Glomeromycetes,Diversisporales,Gigasporaceae,Scutellospora,VTX00255,0.8,Fungi,Glomeromycota,Glomeromycetes,Gigasporales,NA,NA,NA,1,Highly_Probable,NA,NA,Glomeromycota,Gigasporaceae,Dentiscutata,yes,yes,yes,primer
Dentiscutata_heterogama_BEG35_ZU_ASV1167,Dentiscutata_heterogama_BEG35_ZU_ASV1167_BEG,Dentiscutata,heterogama,BEG35,ZU,BEG,ASV1167,Fungi,Mucoromycota,Glomeromycetes,Diversisporales,Gigasporaceae,Scutellospora,VTX00255,0.6,Fungi,Glomeromycota,Glomeromycetes,Gigasporales,Dentiscutataceae,Dentiscutata,NA,0.6,Highly_Probable,arbuscular_mycorrhizal,root-associated,Glomeromycota,Gigasporaceae,Dentiscutata,yes,yes,yes,primer
Gigaspora_rosea_BEG9_ZU_ASV1003,Gigaspora_margarita_BEG9_ZU_ASV1003_BEG,Gigaspora,margarita,BEG9,ZU,BEG,ASV1003,Fungi,Mucoromycota,Glomeromycetes,Diversisporales,Gigasporaceae,Gigaspora,VTX00039,1,Fungi,Glomeromycota,Glomeromycetes,Gigasporales,Gigasporaceae,Gigaspora,margarita,0.8,Highly_Probable,arbuscular_mycorrhizal,root-associated,Glomeromycota,Gigasporaceae,Gigaspora,yes,yes,yes,primer
Gigaspora_rosea_BEG9_ZU_ASV1040,Gigaspora_margarita_BEG9_ZU_ASV1040_BEG,Gigaspora,margarita,BEG9,ZU,BEG,ASV1040,Fungi,Mucoromycota,Glomeromycetes,Diversisporales,Gigasporaceae,Gigaspora,VTX00039,1,Fungi,Glomeromycota,Glomeromycetes,Gigasporales,Gigasporaceae,Gigaspora,margarita,0.6,Highly_Probable,arbuscular_mycorrhizal,root-associated,Glomeromycota,Gigasporaceae,Gigaspora,yes,yes,yes,primer
Gigaspora_rosea_BEG9_ZUII_ASV1040,Gigaspora_margarita_BEG9_ZUII_ASV1040_BEG,Gigaspora,margarita,BEG9,ZUII,BEG,ASV1040,Fungi,Mucoromycota,Glomeromycetes,Diversisporales,Gigasporaceae,Gigaspora,VTX00039,1,Fungi,Glomeromycota,Glomeromycetes,Gigasporales,Gigasporaceae,Gigaspora,margarita,0.6,Highly_Probable,arbuscular_mycorrhizal,root-associated,Glomeromycota,Gigasporaceae,Gigaspora,yes,yes,yes,primer
Gigaspora_rosea_BEG9_ZU_ASV1045,Gigaspora_margarita_BEG9_ZU_ASV1045_BEG,Gigaspora,margarita,BEG9,ZU,BEG,ASV1045,Fungi,Mucoromycota,Glomeromycetes,Diversisporales,Gigasporaceae,Gigaspora,VTX00039,1,Fungi,Glomeromycota,Glomeromycetes,Gigasporales,Gigasporaceae,Gigaspora,margarita,0.8,Highly_Probable,arbuscular_mycorrhizal,root-associated,Glomeromycota,Gigasporaceae,Gigaspora,yes,yes,yes,primer
Gigaspora_rosea_BEG9_ZU_ASV1053,Gigaspora_margarita_BEG9_ZU_ASV1053_BEG,Gigaspora,margarita,BEG9,ZU,BEG,ASV1053,Fungi,Mucoromycota,Glomeromycetes,Diversisporales,Gigasporaceae,Gigaspora,VTX00039,1,Fungi,Glomeromycota,Glomeromycetes,Gigasporales,Gigasporaceae,Gigaspora,margarita,0.8,Highly_Probable,arbuscular_mycorrhizal,root-associated,Glomeromycota,Gigasporaceae,Gigaspora,yes,yes,yes,primer
Gigaspora_rosea_BEG9_ZU_ASV1312,Gigaspora_margarita_BEG9_ZU_ASV1312_BEG,Gigaspora,margarita,BEG9,ZU,BEG,ASV1312,Fungi,Mucoromycota,Glomeromycetes,Diversisporales,Gigasporaceae,Gigaspora,VTX00039,1,Fungi,Glomeromycota,Glomeromycetes,Gigasporales,Gigasporaceae,Gigaspora,margarita,0.8,Highly_Probable,arbuscular_mycorrhizal,root-associated,Glomeromycota,Gigasporaceae,Gigaspora,yes,yes,yes,primer
Gigaspora_rosea_BEG9_ZU_ASV1313,Gigaspora_margarita_BEG9_ZU_ASV1313_BEG,Gigaspora,margarita,BEG9,ZU,BEG,ASV1313,Fungi,Mucoromycota,Glomeromycetes,Diversisporales,Gigasporaceae,Gigaspora,VTX00039,1,Fungi,Glomeromycota,Glomeromycetes,Gigasporales,Gigasporaceae,Gigaspora,margarita,0.8,Highly_Probable,arbuscular_mycorrhizal,root-associated,Glomeromycota,Gigasporaceae,Gigaspora,yes,yes,yes,primer
Gigaspora_rosea_BEG9_ZU_ASV1314,Gigaspora_margarita_BEG9_ZU_ASV1314_BEG,Gigaspora,margarita,BEG9,ZU,BEG,ASV1314,Fungi,Mucoromycota,Glomeromycetes,Diversisporales,Gigasporaceae,Gigaspora,VTX00039,1,Fungi,Glomeromycota,Glomeromycetes,Gigasporales,Gigasporaceae,Gigaspora,NA,1,Highly_Probable,arbuscular_mycorrhizal,root-associated,Glomeromycota,Gigasporaceae,Gigaspora,yes,yes,yes,primer
Funneliformis_mosseae_BEG95_ZU_ASV1006,Funneliformis_mosseae_BEG95_ZU_ASV1006_BEG,Funneliformis,mosseae,BEG95,ZU,BEG,ASV1006,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,VTX00067,1,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Funneliformis,NA,0.9,Highly_Probable,arbuscular_mycorrhizal,root-associated,Glomeromycota,Septoglomeraceae,Funneliformis,yes,yes,yes,primer
Funneliformis_mosseae_BEG95_ZU_ASV1018,Funneliformis_mosseae_BEG95_ZU_ASV1018_BEG,Funneliformis,mosseae,BEG95,ZU,BEG,ASV1018,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,VTX00067,1,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Funneliformis,NA,0.9,Highly_Probable,arbuscular_mycorrhizal,root-associated,Glomeromycota,Septoglomeraceae,Funneliformis,yes,yes,yes,primer
Funneliformis_mosseae_BEG95_ZU_ASV1048,Funneliformis_mosseae_BEG95_ZU_ASV1048_BEG,Funneliformis,mosseae,BEG95,ZU,BEG,ASV1048,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,VTX00067,1,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Funneliformis,NA,0.9,Highly_Probable,arbuscular_mycorrhizal,root-associated,Glomeromycota,Septoglomeraceae,Funneliformis,yes,yes,yes,primer
Funneliformis_mosseae_BEG95_ZU_ASV1251,Funneliformis_mosseae_BEG95_ZU_ASV1251_BEG,Funneliformis,mosseae,BEG95,ZU,BEG,ASV1251,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,VTX00067,1,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Funneliformis,NA,0.9,Highly_Probable,arbuscular_mycorrhizal,root-associated,Glomeromycota,Septoglomeraceae,Funneliformis,yes,yes,yes,primer
