asv	sequencing_depth	species	samples	cultures	single_or_multiple_cultures	name
ASV_226	16	Paraglomus_brasilianum	77	FL710_19	Single	Paraglomus_brasilianum_FL710_19_ASV_226
ASV_227	16	Paraglomus_brasilianum	77	FL710_19	Single	Paraglomus_brasilianum_FL710_19_ASV_227
ASV_228	16	NA_NA	118	Field_MB24	Single	NA_NA_Field_MB24_ASV_228
ASV_229	16	NA_NA	118	Field_MB24	Single	NA_NA_Field_MB24_ASV_229
ASV_230	15	Septoglomus_deserticola	96	HA201	Single	Septoglomus_deserticola_HA201_ASV_230
ASV_231	15	Ambispora_leptoticha	11	MX982A	Single	Ambispora_leptoticha_MX982A_ASV_231
ASV_232	15	NA_NA	117	Field_DP16	Single	NA_NA_Field_DP16_ASV_232
ASV_233	15	NA_NA	117	Field_DP16	Single	NA_NA_Field_DP16_ASV_233
ASV_234	15	Acaulospora_elegans	21	FL736A	Single	Acaulospora_elegans_FL736A_ASV_234
ASV_235	15	Glomus_mortonii	41	507	Single	Glomus_mortonii_507_ASV_235
ASV_236	15	NA_NA	118	Field_MB24	Single	NA_NA_Field_MB24_ASV_236
ASV_237	14	Septoglomus_constrictum	82	KS890	Single	Septoglomus_constrictum_KS890_ASV_237
ASV_238	14	Septoglomus_deserticola	96	HA201	Single	Septoglomus_deserticola_HA201_ASV_238
ASV_239	14	Septoglomus_deserticola	96	HA201	Single	Septoglomus_deserticola_HA201_ASV_239
ASV_240	14	Ambispora_leptoticha	11	MX982A	Single	Ambispora_leptoticha_MX982A_ASV_240
ASV_241	14	NA_NA	117	Field_DP16	Single	NA_NA_Field_DP16_ASV_241
ASV_242	14	NA_NA	117	Field_DP16	Single	NA_NA_Field_DP16_ASV_242
ASV_243	14	Paraglomus_brasilianum	77	FL710_19	Single	Paraglomus_brasilianum_FL710_19_ASV_243
ASV_244	14	NA_NA	118	Field_MB24	Single	NA_NA_Field_MB24_ASV_244
ASV_245	13	Entrophospora_infrequens	18	CA203	Single	Entrophospora_infrequens_CA203_ASV_245
ASV_246	13	Septoglomus_constrictum	82	KS890	Single	Septoglomus_constrictum_KS890_ASV_246
ASV_247	13	NA_NA	117	Field_DP16	Single	NA_NA_Field_DP16_ASV_247
ASV_248	13	NA_NA	117	Field_DP16	Single	NA_NA_Field_DP16_ASV_248
ASV_249	13	NA_NA	117|118	MB24	Single	NA_NA_MB24_ASV_249
ASV_250	13	Paraglomus_brasilianum	77	FL710_19	Single	Paraglomus_brasilianum_FL710_19_ASV_250
ASV_251	13	Dentiscutata_heterogama	44	FL728	Single	Dentiscutata_heterogama_FL728_ASV_251
ASV_252	13	NA_NA	118	Field_MB24	Single	NA_NA_Field_MB24_ASV_252
ASV_253	12	Septoglomus_constrictum	82	KS890	Single	Septoglomus_constrictum_KS890_ASV_253
ASV_254	12	Septoglomus_constrictum	82	KS890	Single	Septoglomus_constrictum_KS890_ASV_254
ASV_255	12	Ambispora_leptoticha	11	MX982A	Single	Ambispora_leptoticha_MX982A_ASV_255
ASV_256	12	Gigaspora_decipiens	89	AU102_9	Single	Gigaspora_decipiens_AU102_9_ASV_256
ASV_257	12	Paraglomus_brasilianum	77	FL710_19	Single	Paraglomus_brasilianum_FL710_19_ASV_257
ASV_258	12	Dentiscutata_heterogama	44	FL728	Single	Dentiscutata_heterogama_FL728_ASV_258
ASV_259	12	NA_NA	118	Field_MB24	Single	NA_NA_Field_MB24_ASV_259
ASV_260	12	NA_NA	118	Field_MB24	Single	NA_NA_Field_MB24_ASV_260
ASV_261	11	NA_NA	117	Field_DP16	Single	NA_NA_Field_DP16_ASV_261
ASV_262	11	NA_NA	117|118	MB24	Single	NA_NA_MB24_ASV_262
ASV_263	11	NA_NA	117	Field_DP16	Single	NA_NA_Field_DP16_ASV_263
ASV_264	11	NA_NA	117	Field_DP16	Single	NA_NA_Field_DP16_ASV_264
ASV_265	11	Paraglomus_brasilianum	77	FL710_19	Single	Paraglomus_brasilianum_FL710_19_ASV_265
ASV_266	11	Archaeospora_trappei	61	SF124_22	Single	Archaeospora_trappei_SF124_22_ASV_266
ASV_267	11	Dentiscutata_heterogama	44	FL728	Single	Dentiscutata_heterogama_FL728_ASV_267
ASV_268	11	Diversispora_trimurales?	14	NB103A	Single	Diversispora_trimurales?_NB103A_ASV_268
ASV_269	11	NA_NA	118	Field_MB24	Single	NA_NA_Field_MB24_ASV_269
ASV_270	10	Entrophospora_infrequens	18	CA203	Single	Entrophospora_infrequens_CA203_ASV_270
ASV_271	10	Septoglomus_constrictum	82	KS890	Single	Septoglomus_constrictum_KS890_ASV_271
ASV_272	10	NA_NA	117	Field_DP16	Single	NA_NA_Field_DP16_ASV_272
ASV_273	10	NA_NA	117	Field_DP16	Single	NA_NA_Field_DP16_ASV_273
ASV_274	10	NA_NA	117	Field_DP16	Single	NA_NA_Field_DP16_ASV_274
ASV_275	10	NA_NA	117	Field_DP16	Single	NA_NA_Field_DP16_ASV_275
ASV_276	10	Diversispora_tortuosa	17	JA306A	Single	Diversispora_tortuosa_JA306A_ASV_276
ASV_277	10	NA_NA	118	Field_MB24	Single	NA_NA_Field_MB24_ASV_277
ASV_278	10	NA_NA	118	Field_MB24	Single	NA_NA_Field_MB24_ASV_278
ASV_279	10	Archaeospora_schenckii	38	CL401	Single	Archaeospora_schenckii_CL401_ASV_279
ASV_280	9	Racocetra_gregaria	10	NC210	Single	Racocetra_gregaria_NC210_ASV_280
ASV_281	9	Paraglomus_brasilianum	77	FL710_19	Single	Paraglomus_brasilianum_FL710_19_ASV_281
ASV_282	9	Entrophospora_sp.	29	SCT912C	Single	Entrophospora_sp._SCT912C_ASV_282
ASV_283	9	Gigaspora_rosea	20	FL105_11	Single	Gigaspora_rosea_FL105_11_ASV_283
ASV_284	9	NA_NA	118	Field_MB24	Single	NA_NA_Field_MB24_ASV_284
ASV_285	9	Archaeospora_schenckii	38	CL401	Single	Archaeospora_schenckii_CL401_ASV_285
ASV_286	8	NA_NA	117	Field_DP16	Single	NA_NA_Field_DP16_ASV_286
ASV_287	8	NA_NA	117	Field_DP16	Single	NA_NA_Field_DP16_ASV_287
ASV_288	8	Diversispora_trimurales?	14	NB103A	Single	Diversispora_trimurales?_NB103A_ASV_288
ASV_289	8	NA_NA	118	Field_MB24	Single	NA_NA_Field_MB24_ASV_289
ASV_290	7	Septoglomus_constrictum	82	KS890	Single	Septoglomus_constrictum_KS890_ASV_290
ASV_291	7	NA_NA	117	Field_DP16	Single	NA_NA_Field_DP16_ASV_291
ASV_292	7	NA_NA	117	Field_DP16	Single	NA_NA_Field_DP16_ASV_292
ASV_293	7	Paraglomus_brasilianum	77	FL710_19	Single	Paraglomus_brasilianum_FL710_19_ASV_293
ASV_294	6	Septoglomus_constrictum	82	KS890	Single	Septoglomus_constrictum_KS890_ASV_294
ASV_295	6	NA_NA	117	Field_DP16	Single	NA_NA_Field_DP16_ASV_295
ASV_296	6	NA_NA	117	Field_DP16	Single	NA_NA_Field_DP16_ASV_296
ASV_297	6	NA_NA	117	Field_DP16	Single	NA_NA_Field_DP16_ASV_297
ASV_298	6	NA_NA	117	Field_DP16	Single	NA_NA_Field_DP16_ASV_298
ASV_299	6	NA_NA	117	Field_DP16	Single	NA_NA_Field_DP16_ASV_299
ASV_300	6	NA_NA	117	Field_DP16	Single	NA_NA_Field_DP16_ASV_300
ASV_301	6	Entrophospora_sp.	29	SCT912C	Single	Entrophospora_sp._SCT912C_ASV_301
ASV_302	6	Dentiscutata_heterogama	44	FL728	Single	Dentiscutata_heterogama_FL728_ASV_302
ASV_303	6	NA_NA	118	Field_MB24	Single	NA_NA_Field_MB24_ASV_303
ASV_304	6	NA_NA	118	Field_MB24	Single	NA_NA_Field_MB24_ASV_304
ASV_305	6	Acaulospora_kentinensis	84	FL709_10	Single	Acaulospora_kentinensis_FL709_10_ASV_305
ASV_306	5	Entrophospora_infrequens	18	CA203	Single	Entrophospora_infrequens_CA203_ASV_306
ASV_307	5	Septoglomus_constrictum	82	KS890	Single	Septoglomus_constrictum_KS890_ASV_307
ASV_308	5	NA_NA	117	Field_DP16	Single	NA_NA_Field_DP16_ASV_308
ASV_309	5	NA_NA	117	Field_DP16	Single	NA_NA_Field_DP16_ASV_309
ASV_310	5	NA_NA	117	Field_DP16	Single	NA_NA_Field_DP16_ASV_310
ASV_311	5	NA_NA	117	Field_DP16	Single	NA_NA_Field_DP16_ASV_311
ASV_312	5	NA_NA	117	Field_DP16	Single	NA_NA_Field_DP16_ASV_312
ASV_313	5	NA_NA	117	Field_DP16	Single	NA_NA_Field_DP16_ASV_313
ASV_314	5	NA_NA	117	Field_DP16	Single	NA_NA_Field_DP16_ASV_314
ASV_315	5	Rhizophagus_intraradices	37	IS185_26	Single	Rhizophagus_intraradices_IS185_26_ASV_315
ASV_316	5	Diversispora_trimurales?	14	NB103A	Single	Diversispora_trimurales?_NB103A_ASV_316
ASV_317	5	Diversispora_trimurales?	14	NB103A	Single	Diversispora_trimurales?_NB103A_ASV_317
ASV_318	5	NA_NA	118	Field_MB24	Single	NA_NA_Field_MB24_ASV_318
ASV_319	5	NA_NA	118	Field_MB24	Single	NA_NA_Field_MB24_ASV_319
ASV_320	4	NA_NA	117	Field_DP16	Single	NA_NA_Field_DP16_ASV_320
ASV_321	4	NA_NA	117	Field_DP16	Single	NA_NA_Field_DP16_ASV_321
ASV_322	4	NA_NA	117	Field_DP16	Single	NA_NA_Field_DP16_ASV_322
ASV_323	4	NA_NA	117	Field_DP16	Single	NA_NA_Field_DP16_ASV_323
ASV_324	4	NA_NA	117	Field_DP16	Single	NA_NA_Field_DP16_ASV_324
ASV_325	4	NA_NA	117	Field_DP16	Single	NA_NA_Field_DP16_ASV_325
ASV_326	4	NA_NA	117	Field_DP16	Single	NA_NA_Field_DP16_ASV_326
ASV_327	4	Paraglomus_brasilianum	77	FL710_19	Single	Paraglomus_brasilianum_FL710_19_ASV_327
ASV_328	4	Diversispora_trimurales?	14	NB103A	Single	Diversispora_trimurales?_NB103A_ASV_328
ASV_329	4	NA_NA	118	Field_MB24	Single	NA_NA_Field_MB24_ASV_329
ASV_330	4	NA_NA	118	Field_MB24	Single	NA_NA_Field_MB24_ASV_330
ASV_331	4	NA_NA	118	Field_MB24	Single	NA_NA_Field_MB24_ASV_331
ASV_332	4	NA_NA	118	Field_MB24	Single	NA_NA_Field_MB24_ASV_332
ASV_333	4	NA_NA	118	Field_MB24	Single	NA_NA_Field_MB24_ASV_333
ASV_334	4	NA_NA	118	Field_MB24	Single	NA_NA_Field_MB24_ASV_334
ASV_335	3	Scutellospora_weresubiae	31	SCT377A_1	Single	Scutellospora_weresubiae_SCT377A_1_ASV_335
ASV_336	3	Septoglomus_deserticola	96	HA201	Single	Septoglomus_deserticola_HA201_ASV_336
ASV_337	3	NA_NA	117	Field_DP16	Single	NA_NA_Field_DP16_ASV_337
ASV_338	3	NA_NA	117	Field_DP16	Single	NA_NA_Field_DP16_ASV_338
ASV_339	3	NA_NA	117	Field_DP16	Single	NA_NA_Field_DP16_ASV_339
ASV_340	3	NA_NA	117	Field_DP16	Single	NA_NA_Field_DP16_ASV_340
ASV_341	3	NA_NA	117	Field_DP16	Single	NA_NA_Field_DP16_ASV_341
ASV_342	3	NA_NA	117	Field_DP16	Single	NA_NA_Field_DP16_ASV_342
ASV_343	3	NA_NA	117	Field_DP16	Single	NA_NA_Field_DP16_ASV_343
ASV_344	3	NA_NA	117	Field_DP16	Single	NA_NA_Field_DP16_ASV_344
ASV_345	3	NA_NA	117	Field_DP16	Single	NA_NA_Field_DP16_ASV_345
ASV_346	3	NA_NA	117	Field_DP16	Single	NA_NA_Field_DP16_ASV_346
ASV_347	3	NA_NA	117	Field_DP16	Single	NA_NA_Field_DP16_ASV_347
ASV_348	3	NA_NA	117	Field_DP16	Single	NA_NA_Field_DP16_ASV_348
ASV_349	3	NA_NA	117	Field_DP16	Single	NA_NA_Field_DP16_ASV_349
ASV_350	3	NA_NA	117	Field_DP16	Single	NA_NA_Field_DP16_ASV_350
ASV_351	3	NA_NA	117	Field_DP16	Single	NA_NA_Field_DP16_ASV_351
ASV_352	3	Entrophospora_sp.	29	SCT912C	Single	Entrophospora_sp._SCT912C_ASV_352
ASV_353	3	Diversispora_trimurales?	14	NB103A	Single	Diversispora_trimurales?_NB103A_ASV_353
ASV_354	3	NA_NA	118	Field_MB24	Single	NA_NA_Field_MB24_ASV_354
ASV_355	3	NA_NA	118	Field_MB24	Single	NA_NA_Field_MB24_ASV_355
ASV_356	3	NA_NA	118	Field_MB24	Single	NA_NA_Field_MB24_ASV_356
ASV_357	3	NA_NA	118	Field_MB24	Single	NA_NA_Field_MB24_ASV_357
ASV_358	3	NA_NA	118	Field_MB24	Single	NA_NA_Field_MB24_ASV_358
ASV_359	3	NA_NA	118	Field_MB24	Single	NA_NA_Field_MB24_ASV_359
ASV_360	3	NA_NA	118	Field_MB24	Single	NA_NA_Field_MB24_ASV_360
ASV_361	3	Dentiscutata_heterogama	78	FL225_25	Single	Dentiscutata_heterogama_FL225_25_ASV_361
ASV_362	3	Archaeospora_schenckii	38	CL401	Single	Archaeospora_schenckii_CL401_ASV_362
ASV_363	3	Diversispora_eburnea	22	KE124	Single	Diversispora_eburnea_KE124_ASV_363
ASV_364	2	Paraglomus_sp.	32	SCT001C	Single	Paraglomus_sp._SCT001C_ASV_364
ASV_365	2	Gigaspora_margarita	58	120_7A	Single	Gigaspora_margarita_120_7A_ASV_365
ASV_366	2	Glomus_globiferum	26	NM105	Single	Glomus_globiferum_NM105_ASV_366
ASV_367	2	Rhizophagus_diaphanus	75	WV579B	Single	Rhizophagus_diaphanus_WV579B_ASV_367
ASV_368	2	Glomus_hyaline	27	WV692B	Single	Glomus_hyaline_WV692B_ASV_368
ASV_369	2	Entrophospora_lutea	67	SA101	Single	Entrophospora_lutea_SA101_ASV_369
ASV_370	2	NA_NA	117	Field_DP16	Single	NA_NA_Field_DP16_ASV_370
ASV_371	2	NA_NA	117	Field_DP16	Single	NA_NA_Field_DP16_ASV_371
ASV_372	2	NA_NA	117	Field_DP16	Single	NA_NA_Field_DP16_ASV_372
ASV_373	2	NA_NA	117	Field_DP16	Single	NA_NA_Field_DP16_ASV_373
ASV_374	2	NA_NA	117	Field_DP16	Single	NA_NA_Field_DP16_ASV_374
ASV_375	2	NA_NA	117	Field_DP16	Single	NA_NA_Field_DP16_ASV_375
ASV_376	2	NA_NA	117	Field_DP16	Single	NA_NA_Field_DP16_ASV_376
ASV_377	2	NA_NA	117	Field_DP16	Single	NA_NA_Field_DP16_ASV_377
ASV_378	2	NA_NA	117	Field_DP16	Single	NA_NA_Field_DP16_ASV_378
ASV_379	2	NA_NA	117	Field_DP16	Single	NA_NA_Field_DP16_ASV_379
ASV_380	2	NA_NA	117	Field_DP16	Single	NA_NA_Field_DP16_ASV_380
ASV_381	2	NA_NA	117	Field_DP16	Single	NA_NA_Field_DP16_ASV_381
ASV_382	2	NA_NA	117	Field_DP16	Single	NA_NA_Field_DP16_ASV_382
ASV_383	2	NA_NA	117	Field_DP16	Single	NA_NA_Field_DP16_ASV_383
ASV_384	2	NA_NA	117	Field_DP16	Single	NA_NA_Field_DP16_ASV_384
ASV_385	2	Entrophospora_infrequens	45	95_10	Single	Entrophospora_infrequens_95_10_ASV_385
ASV_386	2	Rhizophagus_clarus	36	BR147B	Single	Rhizophagus_clarus_BR147B_ASV_386
ASV_387	2	Paraglomus_sp.	49	SCT157F	Single	Paraglomus_sp._SCT157F_ASV_387
ASV_388	2	NA_NA	118	Field_MB24	Single	NA_NA_Field_MB24_ASV_388
ASV_389	2	NA_NA	118	Field_MB24	Single	NA_NA_Field_MB24_ASV_389
ASV_390	2	NA_NA	118	Field_MB24	Single	NA_NA_Field_MB24_ASV_390
ASV_391	2	NA_NA	118	Field_MB24	Single	NA_NA_Field_MB24_ASV_391
ASV_392	2	NA_NA	118	Field_MB24	Single	NA_NA_Field_MB24_ASV_392
ASV_393	1	Paraglomus_sp.	48	GOI408A	Single	Paraglomus_sp._GOI408A_ASV_393
ASV_394	1	Paraglomus_sp.	47	SCT836A	Single	Paraglomus_sp._SCT836A_ASV_394
ASV_395	1	Acaulospora_koskei	79	WV103_16	Single	Acaulospora_koskei_WV103_16_ASV_395
ASV_396	1	Racocetra_coralloidea	34	CA260	Single	Racocetra_coralloidea_CA260_ASV_396
ASV_397	1	Cetraspora_pellucida	59	124_8	Single	Cetraspora_pellucida_124_8_ASV_397
ASV_398	1	Acaulospora_paulinae	13	AU103A	Single	Acaulospora_paulinae_AU103A_ASV_398
ASV_399	1	Rhizophagus_intraradices	43	513_7	Single	Rhizophagus_intraradices_513_7_ASV_399
ASV_400	1	Diversispora_spurca	83	WV109G_16	Single	Diversispora_spurca_WV109G_16_ASV_400
ASV_401	1	Rhizophagus_microaggregatum	76	UT126B	Single	Rhizophagus_microaggregatum_UT126B_ASV_401
ASV_402	1	Acaulospora_sp.	12	TU102C	Single	Acaulospora_sp._TU102C_ASV_402
ASV_403	1	Racocetra_verrucosa	81	VA103A	Single	Racocetra_verrucosa_VA103A_ASV_403
